source_or_target,entity,entity_type,initial_matching,lexical_matching,graphical_matching
Target,conference:invites_co-reviewers,Property,invites co reviewers,"In the context of a research conference, ""invites_co-reviewers"" refers to the process of inviting individuals to participate as co-reviewers for the conference's paper review process. Co-reviewers are typically experts in the field who assist in evaluating and providing feedback on the submitted research papers. They work alongside the primary reviewers to ensure a thorough and fair review process. The ""invites_co-reviewers"" function involves sending invitations to potential co-reviewers, asking them to contribute their expertise in assessing the quality and relevance of the submitted papers.","The statement ""ns1:invites_co-reviewers rdf:type owl:ObjectProperty"" can be verbalized as ""The property 'invites co-reviewers' is an object property."" The verbalised sentence is ""The invites_co-reviewers property has a domain of Reviewer."" The statement ""ns1:invites_co-reviewers rdfs:range ns1:Reviewer"" can be verbalized as ""The concept of inviting co-reviewers has a range of reviewers in the ontology."" The verbalised sentence is ""invites co-reviewers is the inverse of invited by."" "
Target,conference:invited_by,Property,invited by,"In the context of a research conference, ""invited_by"" refers to the person or organization who extended an invitation to a particular individual or group to participate in the conference. It indicates the source or origin of the invitation.","The verbalised sentence is ""invited_by is an object property."" The verbalised sentence is ""invited_by has a range of Reviewer."" The verbalised sentence is ""invited_by is the inverse of invites_co-reviewers."" The verbalised sentence is ""The domain of the property 'invited_by' in the 'ns1' namespace is 'Reviewer'."" "
Target,conference:has_workshops,Property,has workshops,"In the context of a research conference, ""has_workshops"" refers to whether or not the conference includes workshops as part of its program. Workshops are typically interactive sessions where participants can engage in hands-on activities, discussions, or training related to specific topics or skills. These sessions are often designed to provide practical knowledge, facilitate collaboration, and enhance learning opportunities for conference attendees.","The verbalised sentence is ""The property 'has_workshops' is an object property."" The verbalised sentence is ""The domain of the property 'has_workshops' in the namespace 'ns1' is the 'Conference_volume'."" The verbalised sentence is ""The property 'has_workshops' is a sub-property of the property 'has_parts'."" The range of the property ""has_workshops"" in the namespace ""ns1"" is a ""Workshop"". "
Target,conference:has_members,Property,has members,"In the context of a research conference, ""has_members"" typically refers to a relationship or attribute that indicates a group or organization has individual members who are participating in the conference. It signifies that the group or organization is represented by one or more individuals who are attending or presenting at the conference.","The verbalised sentence is ""The property 'has_members' is an object property."" The verbalised sentence is ""has_members is the inverse of was_a_member_of."" The verbalised sentence is ""The domain of the property 'has_members' in the 'ns1' namespace is the 'Committee' class."" The verbalised sentence is ""The range of the property 'has_members' is 'Committee_member'."" "
Target,conference:is_submitted_at,Property,is submitted at,"In the context of a research conference, ""is_submitted_at"" refers to the timestamp or date when a research paper or abstract was submitted for consideration to be presented at the conference. It indicates the specific moment when the submission process was completed and the paper was officially submitted for review.","The verbalised sentence is ""is_submitted_at is an object property."" The verbalised sentence is ""The 'is_submitted_at' property has a domain of 'Conference_contribution'."" The verbalised sentence is ""is_submitted_at has a range of Conference_volume."" The verbalised sentence is ""The submission is inverse of having contributions."" "
Target,conference:has_contributions,Property,has contributions,"In the context of a research conference, ""has_contributions"" typically refers to whether a particular individual or group has made significant contributions to the field of research. It indicates that the person or group has produced valuable work, such as research papers, studies, experiments, or innovative ideas, that have contributed to the advancement of knowledge in their respective field.","The verbalised sentence is ""The property 'has_contributions' is an object property."" The verbalised sentence is ""The domain of the property 'has_contributions' is the class 'Conference_volume'."" The verbalised sentence is ""The property 'has_contributions' is the inverse of the property 'is_submitted_at'."" The verbalised sentence is ""The range of the property 'has_contributions' is 'Conference_contribution'."" "
Target,conference:has_a_review_reference_or_expertise,Property,has a review reference or expertise,"In the context of a research conference, ""has_a_review_reference_or_expertise"" refers to individuals who possess a review reference or expertise in a particular field or topic. These individuals are likely to have knowledge and experience in reviewing research papers, providing feedback, and evaluating the quality and relevance of the research presented at the conference. They may have published papers or have extensive experience in the field, making them suitable candidates for reviewing and assessing the research submissions.","The verbalised sentence is ""The property 'has_a_review_reference_or_expertise' is an object property."" The verbalised sentence is ""The property 'has_a_review_reference_or_expertise' is the inverse of the property 'belongs_to_reviewers'."" The verbalised sentence is ""A reviewer has a review reference or expertise."" "
Target,conference:belongs_to_a_review_reference,Property,belongs to a review reference,"In the context of a research conference, ""belongs_to_a_review_reference"" likely refers to a relationship or attribute of a research paper or presentation. It suggests that the paper or presentation is associated with or linked to a review reference. This could mean that the paper has been reviewed by experts in the field or that it is based on a previous review or reference material. It indicates that the work has undergone some form of evaluation or validation by peers or experts in the field.","The verbalised sentence is ""The property 'belongs_to_a_review_reference' is an object property."" The verbalised sentence is ""The property 'belongs_to_a_review_reference' is an inverse functional property."" The verbalised sentence is ""A belongs_to_a_review_reference has a domain of Topic."" The verbalised sentence is ""belongs_to_a_review_reference has a range of Review_preference."" "
Target,conference:has_tracks,Property,has tracks,"In the context of a research conference, ""has_tracks"" could refer to a feature or attribute of the conference program or schedule. It might indicate whether the conference has multiple tracks or parallel sessions running simultaneously. A track typically represents a specific theme or topic area, and attendees can choose to attend sessions within a particular track based on their interests. Having multiple tracks allows for a diverse range of presentations and discussions to take place concurrently, providing attendees with more options and opportunities to engage with the content that aligns with their research interests.","The verbalised sentence is ""The property 'has_tracks' is an object property."" The verbalised sentence is ""The property 'has_tracks' is a sub-property of the property 'has_parts'."" The verbalised sentence is ""The range of the property 'has_tracks' is 'Track'."" The verbalised sentence is ""The domain of the property 'has_tracks' in the namespace 'ns1' is the 'Conference_volume'."" "
Target,conference:gives_presentations,Property,gives presentations,"In the context of a research conference, ""gives_presentations"" refers to the act of delivering talks or lectures on a specific topic or research project. It implies that individuals or researchers are presenting their findings, methodologies, or ideas to an audience consisting of fellow researchers, scholars, or professionals in the field. These presentations are typically structured, informative, and aim to share knowledge, insights, and advancements in a particular area of study.","The verbalised sentence is ""The property 'gives_presentations' is an object property."" The verbalised sentence is ""The gives_presentations property has a domain of Active_conference_participant."" The verbalised sentence is ""The range of the property 'gives_presentations' is 'Presentation'."" The verbalised sentence is ""A presentation is given by."" "
Target,conference:is_given_by,Property,is given by,"In the context of a research conference, ""is_given_by"" typically refers to the person or entity who is delivering a presentation or talk at the conference. It is used to indicate the speaker or presenter of a particular session or paper.","The verbalised sentence is ""is_given_by is an object property."" The verbalised sentence is ""is_given_by has a range of Active_conference_participant."" The verbalised sentence is ""A presentation is given by."" The verbalised sentence is ""The inverse of 'is given by' in the namespace 1 ontology is 'gives presentations'."" "
Target,conference:has_a_review,Property,has a review,"In the context of a research conference, ""has_a_review"" typically refers to the status of a research paper or submission. It indicates whether a particular paper has undergone a review process by experts in the field. A review is an evaluation of the paper's quality, relevance, methodology, and contribution to the research community. The ""has_a_review"" status can be used to determine if a paper has been reviewed or if it is still awaiting review.","The verbalised sentence is ""The property 'has_a_review' is an object property."" The verbalised sentence is ""The property 'has_a_review' is an inverse functional property."" The verbalised sentence is ""Reviewed contribution has a review."" The verbalised sentence is ""The inverse of 'has_a_review' is 'reviews'."" The verbalised sentence is ""has_a_review has a range of Review."" "
Target,conference:has_tutorials,Property,has tutorials,"In the context of a research conference, ""has_tutorials"" refers to whether or not the conference includes tutorial sessions as part of its program. Tutorials are typically interactive sessions where experts in a particular field provide in-depth instruction and guidance on specific topics or techniques. These sessions are designed to enhance the knowledge and skills of the conference attendees.","The verbalised sentence is ""The property 'has_tutorials' is an object property."" The verbalised sentence is ""The domain of the property 'has_tutorials' is the class 'Conference_volume'."" The verbalised sentence is ""The property 'has_tutorials' is a sub-property of the property 'has_parts'."" The verbalised sentence is ""The range of the property 'has_tutorials' is 'Tutorial'."" "
Target,conference:has_a_commtitee,Property,has a commtitee,"In the context of a research conference, ""has_a_committee"" refers to the presence or existence of a committee. It implies that the conference has a group of individuals who are responsible for organizing and overseeing various aspects of the event, such as reviewing and selecting research papers, planning sessions, inviting speakers, managing logistics, etc. The committee plays a crucial role in ensuring the smooth functioning and success of the research conference.","The verbalised sentence is ""The property 'has_a_committee' is an object property."" The verbalised sentence is ""The property 'has_a_committee' is the inverse of the property 'was_a_committee_of'."" The verbalised sentence is ""The property 'has_a_committee' has a range of 'Committee'."" The verbalised sentence is ""A Conference_volume has_a_commtitee."" "
Target,conference:has_a_steering_committee,Property,has a steering committee,"In the context of a research conference, ""has_a_steering_committee"" refers to whether or not the conference has a group of individuals known as the steering committee. A steering committee is a group of experts or influential individuals who provide guidance, make decisions, and oversee the planning and organization of the conference. They typically play a crucial role in shaping the conference's objectives, themes, program, and overall direction.","The verbalised sentence is ""The property 'has_a_steering_committee' is an object property."" The verbalised sentence is ""The property 'has_a_steering_committee' is a functional property."" The verbalised sentence is ""has_a_steering_committee is the inverse of was_a_steering_committee_of."" The verbalised sentence is ""The property 'has a steering committee' is a sub-property of the property 'has a committee'."" The verbalised sentence is ""The property 'has_a_steering_committee' has a range of 'Steering_committee'."" The verbalised sentence is ""A Conference volume has a steering committee."" "
Target,conference:was_a_steering_committee_of,Property,was a steering committee of,"In the context of a research conference, ""was_a_steering_committee_of"" typically refers to the past involvement or membership of an individual or organization in the steering committee of the conference. The steering committee is responsible for guiding and overseeing the planning, organization, and execution of the conference. They make important decisions regarding the conference's theme, program, invited speakers, and overall direction. Being a part of the steering committee indicates a significant level of involvement and influence in shaping the conference.","The verbalised sentence is ""was_a_steering_committee_of is an object property."" The verbalised sentence is ""was_a_steering_committee_of is an inverse functional property."" The verbalised sentence is ""The property 'was_a_steering_committee_of' is a sub-property of the property 'was_a_committee_of'."" The verbalised sentence is ""The domain of ns1:was_a_steering_committee_of is ns1:Steering_committee."" The verbalised sentence is ""The ontology with the prefix 'cmt' was a steering committee of the ontology with the prefix 'conference'."" The verbalised sentence is ""The prefix ns1:was_a_steering_committee_of has a range of ns1:Conference_volume."" "
Target,conference:has_a_track-workshop-tutorial_topic,Property,has a track workshop tutorial topic,"In the context of a research conference, ""has_a_track-workshop-tutorial_topic"" refers to a specific topic or theme that is associated with a track, workshop, or tutorial session. It indicates that the conference has organized different tracks, workshops, or tutorials, each focusing on a particular topic or subject area. Participants can choose to attend sessions related to their specific interests or research areas.","The verbalised sentence is ""The property 'has a track-workshop-tutorial topic' is an object property."" The verbalised sentence is: ""The topic of a track, workshop, or tutorial has an inverse relationship with being a topic of conference parts."" The verbalised sentence is ""The range of the property 'has_a_track-workshop-tutorial_topic' is 'Topic'."" The verbalised sentence is ""The domain of the property 'has_a_track-workshop-tutorial_topic' in the CMT ontology is 'Conference_part'."" "
Target,conference:is_a_topis_of_conference_parts,Property,is a topis of conference parts,"The term ""is_a_topic_of_conference_parts"" is not a standard phrase or concept in the context of a research conference. It seems to be a combination of different words that do not form a coherent phrase. It is possible that it is a typographical error or a misinterpretation of a different term. Without further context or clarification, it is difficult to determine the exact meaning intended.","The verbalised sentence is ""The property 'is_a_topic_of_conference_parts' is an object property."" The verbalised sentence is ""The topic of a conference is the inverse of having a track-workshop-tutorial topic."" The verbalised sentence is ""The range of the property 'is_a_topic_of_conference_parts' is 'Conference_part'."" The verbalised sentence is ""The domain of the property 'is_a_topic_of_conference_parts' in the 'ns1' namespace is 'Topic'."" "
Target,conference:has_important_dates,Property,has important dates,"In the context of a research conference, ""has_important_dates"" refers to a feature or attribute that indicates whether the conference has specific dates that are considered important or significant. These dates could include submission deadlines, notification of acceptance/rejection, early bird registration deadlines, final paper submission deadlines, conference dates, keynote speaker announcements, etc. The ""has_important_dates"" feature helps participants and organizers keep track of crucial milestones and plan their involvement accordingly.","The verbalised sentence is ""The property 'has important dates' is an object property."" The verbalised sentence is ""The property 'has_important_dates' is a functional property."" The verbalised sentence is ""The range of the property 'has_important_dates' is 'Important_dates'."" The verbalised sentence is ""The domain of the property 'has_important_dates' in the ontology with the prefix 'ns1' is 'Conference_volume'."" The verbalised sentence is ""The inverse of 'has important dates' in the CMT ontology is 'belongs to a conference volume' in the Conference ontology."" "
Target,conference:has_a_committee_co-chair,Property,has a committee co chair,"In the context of a research conference, ""has_a_committee_co-chair"" refers to the presence of a co-chair for a committee. It indicates that a particular committee within the conference has two individuals serving as co-chairs, sharing the responsibilities and leadership roles for that specific committee. The co-chairs work together to oversee the committee's activities, make decisions, coordinate tasks, and ensure the smooth functioning of the committee within the conference.","The verbalised sentence is ""The property 'has_a_committee_co-chair' is an object property."" The verbalised sentence is ""The property 'has_a_committee_co-chair' is a sub-property of the property 'has_members'."" The verbalised sentence is ""The has_a_committee_co-chair property has a domain of Committee."" The verbalised sentence is ""has a committee co-chair has a range of Co-chair."" The verbalised sentence is ""has a committee co-chair is the inverse of was a committee co-chair of."" "
Target,conference:has_a_committee_chair,Property,has a committee chair,"In the context of a research conference, ""has_a_committee_chair"" refers to the presence or existence of a committee chairperson. It indicates whether or not the conference has a designated individual who leads and oversees the conference committee. The committee chair is typically responsible for organizing and coordinating the conference, managing the committee members, making decisions, and ensuring the smooth execution of the event.","The verbalised sentence is ""The property 'has_a_committee_chair' is an object property."" The verbalised sentence is ""The property 'has_a_committee_chair' is a functional property."" The verbalised sentence is ""The property 'has a committee chair' is the inverse of the property 'was a committee chair of'."" The verbalised sentence is ""The property 'has a committee chair' is a sub-property of the property 'has members'."" The verbalised sentence is ""has a committee chair has a range of Chair."" The verbalised sentence is ""The has_a_committee_chair property has a domain of Committee."" "
Target,conference:reviews,Property,reviews,"In the context of a research conference, reviews typically refer to the evaluation and assessment of research papers or proposals submitted for presentation at the conference. These reviews are conducted by experts in the field, often referred to as reviewers or program committee members. The purpose of reviews is to provide feedback, critique, and recommendations to the authors regarding the quality, relevance, and contribution of their work. Reviews help conference organizers in the selection and decision-making process, determining which papers or proposals should be accepted for presentation at the conference.","The verbalised sentence is ""The property 'reviews' is a functional property."" The verbalised sentence is ""The reviews property is an object property."" The verbalised sentence is ""The domain of the property 'reviews' is 'Review'."" The verbalised sentence is ""The range of the property 'reviews' is the class 'Reviewed_contribution'."" The verbalised sentence is ""Reviews is the inverse of has_a_review."" "
Target,conference:has_a_publisher,Property,has a publisher,"In the context of a research conference, ""has_a_publisher"" refers to whether or not a particular research paper or presentation has been published by a recognized publisher. It indicates that the work has undergone a formal review process and has been accepted for publication by a reputable publishing entity. This information is often important for researchers as it adds credibility and validation to their work.","The verbalised sentence is ""The property 'has_a_publisher' is a functional property."" The verbalised sentence is ""The property 'has_a_publisher' is an object property."" The verbalised sentence is ""The property 'has_a_publisher' has a range of 'Publisher'."" The verbalised sentence is ""Conference proceedings has a publisher."" The verbalised sentence is ""The inverse of the property 'has_a_publisher' in the namespace 'ns1' is 'issues'."" "
Target,conference:has_an_abstract,Property,has an abstract,"In the context of a research conference, ""has_an_abstract"" typically refers to whether or not a particular research paper or presentation has an abstract associated with it. An abstract is a concise summary of the main points, objectives, methods, and findings of a research study. It provides a brief overview of the research to help conference attendees understand the content and relevance of the paper or presentation before deciding whether to attend or read the full paper.","The verbalised sentence is ""The property 'has_an_abstract' is a functional property."" The verbalised sentence is ""The property 'has an abstract' is an object property."" The verbalised sentence is ""The range of the property 'has_an_abstract' is 'Abstract'."" The verbalised sentence is ""The inverse of 'has an abstract' is 'is the 1st part of'."" "
Target,conference:has_a_program_committee,Property,has a program committee,"In the context of a research conference, ""has_a_program_committee"" refers to the presence or existence of a program committee for the conference. A program committee is a group of experts or researchers in a specific field who are responsible for reviewing and selecting the papers or presentations that will be included in the conference program. They evaluate the quality, relevance, and significance of the submitted research papers or proposals and make decisions on which ones should be accepted for presentation at the conference. Therefore, ""has_a_program_committee"" indicates that the conference has a dedicated committee responsible for the selection and organization of the conference program.","The verbalised sentence is ""The property 'has_a_program_committee' is a functional property."" The verbalised sentence is ""The property 'has_a_program_committee' is an object property."" The verbalised sentence is ""The property 'has_a_program_committee' is a sub-property of the property 'has_a_committee'."" The verbalised sentence is ""A Conference_volume has a program committee."" The verbalised sentence is ""has_a_program_committee is the inverse of was_a_program_committee_of."" The verbalised sentence is ""has_a_program_committee has a range of Program_committee."" "
Target,conference:has_a_track-workshop-tutorial_chair,Property,has a track workshop tutorial chair,"In the context of a research conference, ""has_a_track-workshop-tutorial_chair"" refers to a person who is responsible for overseeing and managing a specific track, workshop, or tutorial at the conference. This individual is typically in charge of organizing the sessions, coordinating with speakers or presenters, reviewing submissions, and ensuring the smooth execution of the track, workshop, or tutorial. They may also be involved in promoting the event and facilitating discussions or interactions among participants.","The verbalised sentence is ""The property 'has a track-workshop-tutorial chair' is a functional property."" The verbalised sentence is ""The property 'has a track-workshop-tutorial chair' is an object property."" The verbalised sentence is ""The has_a_track-workshop-tutorial_chair property is the inverse of the was_a_track-workshop_chair_of property."" The verbalised sentence is ""The property 'has a track-workshop-tutorial chair' has a range of 'Track-workshop chair'."" The verbalised sentence is ""The has_a_track-workshop-tutorial_chair belongs to the domain of Conference_part."" "
Target,conference:belong_to_a_conference_volume,Property,belong to a conference volume,"In the context of a research conference, ""belong_to_a_conference_volume"" refers to the inclusion of a research paper or presentation in the proceedings or collection of papers that are published as a volume for that particular conference. It means that the research work has been accepted and deemed relevant and significant enough to be included in the official publication associated with the conference.","The verbalised sentence is ""The property 'belong_to_a_conference_volume' is an inverse functional property."" The verbalised sentence is ""The property 'belong_to_a_conference_volume' is an object property."" The verbalised sentence is ""The property 'belong_to_a_conference_volume' has a range of 'Conference_volume'."" The verbalised sentence is ""Important dates belong to a conference volume."" The verbalised sentence is ""A volume belongs to a conference if and only if the conference has important dates."" "
Target,conference:issues,Property,issues,"In the context of a research conference, ""issues"" typically refers to topics, subjects, or areas of concern that are being discussed, debated, or explored by researchers. These issues can be related to various fields of study, such as science, technology, social sciences, humanities, or any other relevant discipline. Researchers present their findings, theories, or perspectives on these issues during the conference, aiming to contribute to the understanding or resolution of the problems or questions at hand.","The verbalised sentence is ""The property 'issues' is an inverse functional property."" The verbalised sentence is ""The property 'issues' is an object property."" The verbalised sentence is ""The inverse of the property 'has_a_publisher' in the 'ns1' namespace is 'issues'."" The range of the property ""issues"" in the ontology with the prefix ""ns1"" is ""Conference_proceedings"" in the ontology with the prefix ""ns1"". The verbalised sentence is ""The domain of the property 'issues' is 'Publisher'."" "
Target,conference:has_been_assigned_a_review_reference,Property,has been assigned a review reference,"In the context of a research conference, ""has_been_assigned_a_review_reference"" typically refers to the status of a research paper or submission that has been allocated a unique identification number or reference code for the purpose of review. This reference code helps in tracking and managing the review process, ensuring that each submission is assigned to the appropriate reviewers and can be easily identified throughout the conference proceedings.","The verbalised sentence is ""The property 'has been assigned a review reference' is an inverse functional property."" The verbalised sentence is ""The property 'has been assigned a review reference' is an object property."" The verbalised sentence is ""The inverse of 'has been assigned a review reference' is 'has a topic or a submission contribution'."" The verbalised sentence is ""The property 'has been assigned a review reference' has a range of 'Review preference'."" "
Target,conference:was_a_committee_chair_of,Property,was a committee chair of,"In the context of a research conference, ""was_a_committee_chair_of"" refers to a person who served as the chair or head of a committee responsible for organizing and overseeing the conference. The committee chair is typically responsible for coordinating various aspects of the conference, such as selecting and reviewing research papers, inviting keynote speakers, managing logistics, and ensuring the smooth execution of the event.","The verbalised sentence is ""The property 'was a committee chair of' is an inverse functional property."" The verbalised sentence is ""The property 'was a committee chair of' is an object property."" The verbalised sentence is ""Being a committee chair is a sub-property of being a member."" The verbalised sentence is ""A person who was a committee chair is the inverse of a person who has a committee chair."" The verbalised sentence is ""The range of the property 'was_a_committee_chair_of' is 'Committee'."" The verbalised sentence is ""The domain of the property 'was_a_committee_chair_of' is 'Chair'."" "
Target,conference:has_a_review_expertise,Property,has a review expertise,"In the context of a research conference, ""has_a_review_expertise"" refers to the knowledge, skills, and experience possessed by an individual that make them qualified to review and evaluate research papers or proposals submitted to the conference. It indicates that the person has expertise in a specific field or topic and is capable of critically assessing the quality, relevance, and validity of the research work.","The verbalised sentence is ""The property 'has_a_review_expertise' is an inverse functional property."" The verbalised sentence is ""The property 'has_a_review_expertise' is an object property."" The verbalised sentence is ""Submitted contributions have a review expertise."" The verbalised sentence is ""The property 'has_a_review_expertise' is the inverse of the property 'has_a_submitted_contribution'."" The verbalised sentence is ""has_a_review_expertise has a range of Review_expertise."" "
Target,conference:is_the_1th_part_of,Property,is the 1th part of,"The phrase ""is_the_1th_part_of"" does not have a specific meaning in the context of a research conference. It appears to be a grammatically incorrect phrase, as ""1th"" is not a valid ordinal number. Ordinal numbers typically end in ""th,"" ""st,"" ""nd,"" or ""rd"" (e.g., 1st, 2nd, 3rd). Therefore, without further context or clarification, it is difficult to determine the intended meaning of this phrase.","The verbalised sentence is ""is_the_1th_part_of is an inverse functional property."" The verbalised sentence is ""is_the_1th_part_of is an object property."" The verbalised sentence is ""The 1st part is the inverse of having an abstract."" The verbalised sentence is ""The 1st part of an Abstract is the domain of the is_the_1th_part_of property."" "
Target,conference:has_a_location,Property,has a location,"In the context of a research conference, ""has_a_location"" refers to whether or not the conference has a physical venue or location where it will be held. It indicates whether the conference will take place at a specific place, such as a convention center, hotel, or university campus, rather than being conducted entirely online or in a virtual format.","The verbalised sentence is ""The property 'has_a_location' is a datatype property."" The verbalised sentence is ""A conference volume has a location."" The verbalised sentence is ""The property 'has_a_location' has a range of 'string'."" "
Target,conference:has_an_email,Property,has an email,"In the context of a research conference, ""has_an_email"" likely refers to whether or not a participant or attendee of the conference has provided an email address for communication purposes. It could be used to determine if someone can be contacted via email for sending conference updates, notifications, or any other relevant information.","The verbalised sentence is ""has_an_email is a datatype property."" The verbalised sentence is ""The property 'has_an_email' has a range of 'string'."" The verbalised sentence is ""A person has an email."" "
Target,conference:has_the_first_name,Property,has the first name,"In the context of a research conference, ""has_the_first_name"" likely refers to a variable or attribute that indicates whether a person's first name is a specific value or meets a certain condition. It could be used to filter or categorize participants based on their first names for various purposes, such as grouping them for specific presentations or analyzing data based on name demographics.","The verbalised sentence is ""has_the_first_name is a datatype property."" The verbalised sentence is ""The property 'has_the_first_name' has a range of 'xsd:string'."" The verbalised sentence is ""The domain of the property 'has_the_first_name' in the namespace 'ns1' is 'Person'."" "
Target,conference:has_a_name,Property,has a name,"In the context of a research conference, ""has_a_name"" refers to the attribute or characteristic of a particular research project, study, or presentation having a specific name or title. It implies that the research work is identified by a distinct and recognizable name that distinguishes it from other projects or studies being presented at the conference.","The verbalised sentence is ""The property 'has_a_name' is a datatype property."" The verbalised sentence is ""The property 'has_a_name' is a functional property."" The verbalised sentence is ""The property 'has_a_name' has a range of 'xsd:string'."" "
Target,conference:has_a_degree,Property,has a degree,"In the context of a research conference, ""has_a_degree"" typically refers to whether a person has obtained an academic degree, such as a bachelor's, master's, or doctoral degree. It indicates that the person has completed the necessary educational requirements in a specific field of study. This information is often relevant in research conferences to establish the expertise and qualifications of the presenters or participants.","The verbalised sentence is ""has_a_degree is a datatype property."" The verbalised sentence is ""The property 'has_a_degree' is a functional property."" The verbalised sentence is ""Review_preference has a domain of has_a_degree."" The verbalised sentence is ""The property 'has_a_degree' has a range of integer values."" "
Target,conference:is_an_abstract_submission_date,Property,is an abstract submission date,"In the context of a research conference, ""is_an_abstract_submission_date"" refers to the date or deadline by which abstracts or summaries of research papers or presentations must be submitted for consideration. It indicates the specific date on which the conference organizers will stop accepting abstract submissions.","The verbalised sentence is ""is_an_abstract_submission_date is a datatype property."" The verbalised sentence is ""is_an_abstract_submission_date is a functional property."" The verbalised sentence is ""The domain of the property 'is_an_abstract_submission_date' is 'Important_dates'."" The verbalised sentence is ""The range of the property 'is_an_abstract_submission_date' is a date."" "
Target,conference:has_gender,Property,has gender,"In the context of a research conference, ""has_gender"" likely refers to a variable or attribute that indicates whether a particular research study or presentation includes a consideration of gender-related factors. It suggests that the research or presentation acknowledges and examines the potential influence of gender on the topic being discussed.","The verbalised sentence is ""The property 'has_gender' is a datatype property."" The verbalised sentence is ""The property 'has_gender' is a functional property."" The verbalised sentence is ""The property 'has_gender' has a domain of 'Person'."" "
Target,conference:is_a_full_paper_submission_date,Property,is a full paper submission date,"In the context of a research conference, ""is_a_full_paper_submission_date"" refers to the deadline or date by which authors are required to submit their full research papers for consideration and review. It indicates the final date for submitting complete and comprehensive papers that meet the conference's submission guidelines and requirements.","The verbalised sentence is ""is_a_full_paper_submission_date is a datatype property."" The verbalised sentence is ""The property 'is_a_full_paper_submission_date' is a functional property."" The verbalised sentence is ""The range of the property 'is_a_full_paper_submission_date' is a date."" The verbalised sentence is ""The domain of the property 'is_a_full_paper_submission_date' in the CMT ontology is 'Important_dates'."" "
Target,conference:has_an_ISBN,Property,has an isbn,"In the context of a research conference, ""has_an_ISBN"" refers to whether a particular publication or research paper has an International Standard Book Number (ISBN). An ISBN is a unique identifier assigned to books, monographs, and other publications to facilitate their identification and tracking. It is commonly used in the publishing industry to ensure accurate referencing and cataloging of publications.","The verbalised sentence is ""The property 'has_an_ISBN' is a datatype property."" The verbalised sentence is ""The property 'has_an_ISBN' is a functional property."" The verbalised sentence is ""The property 'has_an_ISBN' has a range of 'string'."" The verbalised sentence is ""Conference proceedings has an ISBN."" "
Target,conference:has_a_date_of_issue,Property,has a date of issue,"In the context of a research conference, ""has_a_date_of_issue"" refers to a specific attribute or property associated with a document or publication. It indicates that the document or publication has a designated date on which it was officially issued or published. This attribute is commonly used to track and identify the timeline or chronology of research materials presented or distributed at the conference.","The verbalised sentence is ""The property 'has a date of issue' is a datatype property."" The verbalised sentence is ""The property 'has a date of issue' is a functional property."" The verbalised sentence is ""The domain of the property 'has_a_date_of_issue' in the CMT ontology is 'Conference_document'."" The verbalised sentence is ""The property 'has a date of issue' has a range of 'date'."" "
Target,conference:has_a_URL,Property,has a url,"In the context of a research conference, ""has_a_URL"" refers to whether a particular research paper or presentation has a Uniform Resource Locator (URL) associated with it. A URL is a web address that provides a unique identifier for a specific webpage or online resource. Having a URL means that the research paper or presentation is available online and can be accessed through the provided web address.","The verbalised sentence is ""The property 'has_a_URL' is a functional property."" The verbalised sentence is ""has_a_URL is a datatype property."" The verbalised sentence is ""The domain of the property 'has_a_URL' in the namespace 'ns1' is the class 'Conference_www'."" The verbalised sentence is ""The property 'has_a_URL' has a range of 'string'."" "
Target,conference:has_the_last_name,Property,has the last name,"In the context of a research conference, ""has_the_last_name"" likely refers to a variable or attribute that indicates the last name of a person. It could be used to identify and differentiate individuals based on their last names, especially when discussing or organizing research presentations, papers, or participants at the conference.","The verbalised sentence is ""has_the_last_name is a functional property."" The verbalised sentence is ""has_the_last_name is a datatype property."" The verbalised sentence is ""The property 'has_the_last_name' has a range of 'xsd:string'."" The verbalised sentence is ""The domain of the property 'has_the_last_name' is 'Person'."" "
Target,conference:is_an_ending_date,Property,is an ending date,"In the context of a research conference, ""is_an_ending_date"" refers to the date on which the conference concludes or ends. It is a variable or attribute that indicates the specific date when the conference activities, presentations, and discussions come to an end.","The verbalised sentence is ""is_an_ending_date is a functional property."" The verbalised sentence is ""is_an_ending_date is a datatype property."" The verbalised sentence is ""The range of the property 'is_an_ending_date' is a date."" The verbalised sentence is ""The domain of the property 'is_an_ending_date' in the namespace 'ns1' is 'Important_dates'."" "
Target,conference:has_a_volume,Property,has a volume,"In the context of a research conference, ""has_a_volume"" typically refers to a paper or presentation that is part of a larger collection or proceedings. It implies that the research work has been published or included in a specific volume or book that contains multiple papers or presentations from the conference. This term is often used to indicate that the research work has been officially documented and is available for reference or citation.","The verbalised sentence is ""The property 'has_a_volume' is a functional property."" The verbalised sentence is ""The property 'has_a_volume' is a datatype property."" The verbalised sentence is ""The property 'has_a_volume' has a range of integer values."" The verbalised sentence is ""Conference proceedings has a volume."" "
